acronym,structure_id,name,expression_energy,expression_density,sum_expressing_pixel_intensity,sum_expressing_pixels,sum_pixels,receptor
SSp-un,182305689,"Primary somatosensory area, unassigned",0.230144,0.00175245,1400330.0,10662.9,6084610.0,5-HT5a
SPVOmdmv,61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",0.113973,0.000883116,11956.6,92.645,104907.0,5-HT5a
PVHpv,110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",0.0123123,9.27997e-05,2152.74,16.2256,174845.0,5-HT5a
COAa,639,"Cortical amygdalar area, anterior part",0.202582,0.00145779,275307.0,1981.11,1358990.0,5-HT5a
FC,982,Fasciola cinerea,0.466381,0.00340673,130471.0,953.039,279752.0,5-HT5a
IRN,136,Intermediate reticular nucleus,0.043832,0.000321019,266684.0,1953.15,6084230.0,5-HT5a
ENTmv,934,"Entorhinal area, medial part, ventral zone",0.0863961,0.000641529,51360.1,381.372,594473.0,5-HT5a
ISN,106,Inferior salivatory nucleus,0.00325157,2.34329e-05,454.817,3.2777,139876.0,5-HT5a
PRE1,10699,"Presubiculum, layer 1",0.312622,0.00214534,174913.0,1200.33,559504.0,5-HT5a
SSp-ll4,1094,"Primary somatosensory area, lower limb, layer 4",0.0617882,0.000465716,45374.1,341.998,734349.0,5-HT5a
RSP,254,Retrosplenial area,0.0943669,0.000679211,2052550.0,14773.3,21750700.0,5-HT5a
SPF,406,Subparafascicular nucleus,0.0132208,9.14083e-05,12944.9,89.5008,979132.0,5-HT5a
FF,804,Fields of Forel,0.0039275,2.68457e-05,412.022,2.8163,104907.0,5-HT5a
ILA6a,1054,"Infralimbic area, layer 6a",0.029164,0.000173462,24476.1,145.579,839256.0,5-HT5a
VPM,733,Ventral posteromedial nucleus of the thalamus,0.0169247,0.000102069,50898.3,306.955,3007330.0,5-HT5a
IF,12,Interfascicular nucleus raphe,0.00137229,1.14385e-05,143.963,1.19998,104907.0,5-HT5a
SSp-un6b,182305713,"Primary somatosensory area, unassigned, layer 6b",0.133732,0.00100505,28058.7,210.873,209814.0,5-HT5a
PTLp6a,308,"Posterior parietal association areas, layer 6a",0.0162053,0.00010916,20967.2,141.238,1293850.0,5-HT5a
AM,127,Anteromedial nucleus,0.014964,0.000114509,14128.4,108.115,944163.0,5-HT5a
RSPagl1,671,"Retrosplenial area, lateral agranular part, layer 1",0.0980558,0.000703013,65149.4,467.089,664411.0,5-HT5a
PSV,7,Principal sensory nucleus of the trigeminal,0.0917071,0.000724745,243725.0,1926.11,2657640.0,5-HT5a
CA3sp,495,"Field CA3, pyramidal layer",0.0512686,0.000359557,190038.0,1332.77,3706710.0,5-HT5a
SSp-bfd1,981,"Primary somatosensory area, barrel field, layer 1",0.00846986,4.77361e-05,6516.01,36.7243,769318.0,5-HT5a
GU6b,662,"Gustatory areas, layer 6b",0.0201213,0.000139955,6332.61,44.0467,314721.0,5-HT5a
AN,1017,Ansiform lobule,0.527129,0.00350061,10819800.0,71853.3,20526000.0,5-HT5a
SPVOvl,69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",0.139532,0.00105149,141500.0,1066.32,1014100.0,5-HT5a
VISp,385,Primary visual area,0.106617,0.000741377,1565890.0,10888.6,14687000.0,5-HT5a
BSTfu,513,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",0.0234394,0.000171552,2458.96,17.997,104907.0,5-HT5a
VISam,394,Anteromedial visual area,0.0303297,0.00022486,107116.0,794.147,3531740.0,5-HT5a
LDT,162,Laterodorsal tegmental nucleus,0.0102581,7.53693e-05,5022.04,36.8982,489566.0,5-HT5a
SLC,350,Subceruleus nucleus,3.74461e-06,2.68727e-08,0.130945,0.00093971,34969.0,5-HT5a
MY-sen,386,"Medulla, sensory related",0.258457,0.00189302,4337140.0,31766.6,16780900.0,5-HT5a
PL2,195,"Prelimbic area, layer 2",0.063978,0.000399068,4474.49,27.91,69938.0,5-HT5a
AI,95,Agranular insular area,0.763662,0.00564121,6515890.0,48133.3,8532440.0,5-HT5a
SUBv-sp,870,"Subiculum, ventral part, pyramidal layer",0.0213423,0.00015298,85826.6,615.2,4021440.0,5-HT5a
SOC,398,Superior olivary complex,0.0135045,0.000110361,30223.2,246.99,2238010.0,5-HT5a
SSp-m5,974,"Primary somatosensory area, mouth, layer 5",0.183741,0.00137876,385514.0,2892.83,2098140.0,5-HT5a
ACAv6b,819,"Anterior cingulate area, ventral part, 6b",0.00848496,6.91795e-05,890.132,7.25742,104907.0,5-HT5a
VMHc,769,"Ventromedial hypothalamic nucleus, central part",0.0330344,0.000254493,9241.45,71.1949,279752.0,5-HT5a
VISC6a,857,"Visceral area, layer 6a",0.00359746,2.3936e-05,1635.39,10.8812,454597.0,5-HT5a
EPI,958,Epithalamus,0.166894,0.00099719,332659.0,1987.63,1993230.0,5-HT5a
CA2sp,446,"Field CA2, pyramidal layer",0.0888032,0.000663848,31053.6,232.141,349690.0,5-HT5a
SSp-un2/3,182305697,"Primary somatosensory area, unassigned, layer 2/3",0.0613243,0.000458881,102934.0,770.237,1678510.0,5-HT5a
LC,147,Locus ceruleus,0.00135813,8.42135e-06,189.97,1.17795,139876.0,5-HT5a
ACAv1,588,"Anterior cingulate area, ventral part, layer 1",0.147887,0.000891736,543003.0,3274.23,3671740.0,5-HT5a
SSp-ll2/3,113,"Primary somatosensory area, lower limb, layer 2/3",0.074515,0.000568073,127680.0,973.382,1713480.0,5-HT5a
PVi,118,"Periventricular hypothalamic nucleus, intermediate part",0.00786333,5.37573e-05,3849.62,26.3177,489566.0,5-HT5a
PP,1044,Peripeduncular nucleus,0.197271,0.0012405,62085.4,390.412,314721.0,5-HT5a
UVUgr,10732,"Uvula (IX), granular layer",0.559238,0.00362385,1662260.0,10771.4,2972360.0,5-HT5a
MA,298,Magnocellular nucleus,0.038457,0.000295638,22861.6,175.749,594473.0,5-HT5a
ILA,44,Infralimbic area,0.534595,0.00286721,2654580.0,14237.4,4965600.0,5-HT5a
VISam2/3,1066,"Anteromedial visual area, layer 2/3",0.0449061,0.000354205,32976.8,260.11,734349.0,5-HT5a
SAG,271,Nucleus sagulum,0.0596074,0.000451854,10422.1,79.0044,174845.0,5-HT5a
P-sen,1132,"Pons, sensory related",0.115439,0.000867333,1098000.0,8249.7,9511570.0,5-HT5a
SCdg,26,"Superior colliculus, motor related, deep gray layer",0.00681223,4.94887e-05,34541.4,250.933,5070500.0,5-HT5a
GR,1039,Gracile nucleus,0.162302,0.00125777,34053.2,263.898,209814.0,5-HT5a
ICe,828,"Inferior colliculus, external nucleus",0.0648437,0.000431368,412688.0,2745.38,6364360.0,5-HT5a
BSTmg,521,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",0.00636335,4.66613e-05,667.56,4.89509,104907.0,5-HT5a
PVHm,71,"Paraventricular hypothalamic nucleus, magnocellular division",0.0300019,0.000243893,2098.27,17.0574,69938.0,5-HT5a
CN,607,Cochlear nuclei,0.241855,0.00162705,930313.0,6258.57,3846580.0,5-HT5a
SUBv-m,853,"Subiculum, ventral part, molecular layer",0.0192424,0.000145061,31625.7,238.413,1643540.0,5-HT5a
PG,931,Pontine gray,0.10926,0.000854866,263629.0,2062.67,2412860.0,5-HT5a
PAR3,10695,"Parasubiculum, layer 3",0.042896,0.000310318,31500.7,227.882,734349.0,5-HT5a
SSp-n5,702,"Primary somatosensory area, nose, layer 5",0.175385,0.00117635,116528.0,781.582,664411.0,5-HT5a
COPYgr,10684,"Copula pyramidis, granular layer",1.31604,0.00803222,3359500.0,20504.1,2552740.0,5-HT5a
TTd1,1034,"Taenia tecta, dorsal part, layer 1",0.609793,0.00336842,959574.0,5300.56,1573600.0,5-HT5a
VPLpc,725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0.081717,0.000505184,14287.8,88.329,174845.0,5-HT5a
CA1slm,391,"Field CA1, stratum lacunosum-moleculare",0.0157205,0.000113848,75862.7,549.397,4825720.0,5-HT5a
MV,202,Medial vestibular nucleus,0.00974646,7.07085e-05,28629.2,207.699,2937400.0,5-HT5a
BLAv,451,"Basolateral amygdalar nucleus, ventral part",0.0772753,0.000552438,29724.6,212.5,384659.0,5-HT5a
CTX,688,Cerebral cortex,0.250058,0.00177418,100528000.0,713255.0,402020000.0,5-HT5a
AId,104,"Agranular insular area, dorsal part",0.925266,0.00688205,4723920.0,35136.1,5105470.0,5-HT5a
POL,1029,Posterior limiting nucleus of the thalamus,0.0172888,0.000128259,6650.3,49.3361,384659.0,5-HT5a
VISam5,433,"Anteromedial visual area, layer 5",0.0281668,0.000197864,25609.1,179.897,909194.0,5-HT5a
LAT,138,Lateral group of the dorsal thalamus,0.0193621,0.00012868,102238.0,679.472,5280320.0,5-HT5a
ZI,797,Zona incerta,0.011208,8.06191e-05,54086.5,389.045,4825720.0,5-HT5a
MEV,460,Midbrain trigeminal nucleus,0.00144144,9.27228e-06,151.217,0.972727,104907.0,5-HT5a
NLLv,99,"Nucleus of the lateral lemniscus, ventral part",0.405451,0.00301264,609663.0,4530.0,1503670.0,5-HT5a
BSTse,602,"Bed nuclei of the stria terminalis, posterior division, strial extension",0.0050407,3.15204e-05,352.536,2.20447,69938.0,5-HT5a
VMH,693,Ventromedial hypothalamic nucleus,0.0247763,0.000176229,27724.9,197.202,1119010.0,5-HT5a
VTA,749,Ventral tegmental area,0.00592522,4.73105e-05,13260.7,105.882,2238020.0,5-HT5a
CENT2mo,10710,"Lobule II, molecular layer",0.0819777,0.000575889,226468.0,1590.92,2762550.0,5-HT5a
LP,218,Lateral posterior nucleus of the thalamus,0.0192189,0.000137936,40323.8,289.41,2098140.0,5-HT5a
AIv6a,675,"Agranular insular area, ventral part, layer 6a",0.199824,0.00139139,62888.7,437.899,314721.0,5-HT5a
CA1sr,415,"Field CA1, stratum radiatum",0.0329805,0.000240144,167228.0,1217.65,5070500.0,5-HT5a
ENTm3,664,"Entorhinal area, medial part, dorsal zone, layer 3",0.0108568,8.13501e-05,11389.6,85.342,1049070.0,5-HT5a
PBmm,915,"Parabrachial nucleus, medial division, medial medial part",0.0101346,7.58965e-05,6024.76,45.1184,594473.0,5-HT5a
MGd,1072,"Medial geniculate complex, dorsal part",0.0718471,0.00053692,42711.2,319.185,594473.0,5-HT5a
SIMmo,10674,"Simple lobule, molecular layer",0.306827,0.00198225,2231720.0,14418.0,7273550.0,5-HT5a
PFLmo,10689,"Paraflocculus, molecular layer",0.915395,0.00578735,2432790.0,15380.7,2657640.0,5-HT5a
PSTN,364,Parasubthalamic nucleus,0.0461618,0.000333109,8071.15,58.2425,174845.0,5-HT5a
HIP,1080,Hippocampal region,0.0644884,0.000460315,2920350.0,20845.3,45284900.0,5-HT5a
ACB,56,Nucleus accumbens,0.109383,0.000827031,1109260.0,8386.93,10141000.0,5-HT5a
PYRmo,10731,"Pyramus (VIII), molecular layer",0.713159,0.00468494,1022480.0,6716.94,1433730.0,5-HT5a
UVU,957,Uvula (IX),0.476678,0.00313297,3033750.0,19939.3,6364360.0,5-HT5a
AONe,175,"Anterior olfactory nucleus, external part",0.406241,0.00265772,241499.0,1579.94,594473.0,5-HT5a
DP,814,Dorsal peduncular area,0.212005,0.00114257,200168.0,1078.77,944163.0,5-HT5a
VMHdm,777,"Ventromedial hypothalamic nucleus, dorsomedial part",0.0100329,7.34474e-05,4560.94,33.389,454597.0,5-HT5a
SCdw,42,"Superior colliculus, motor related, deep white layer",0.000467784,3.86422e-06,16.3579,0.135128,34969.0,5-HT5a
NLOT2,268,"Nucleus of the lateral olfactory tract, pyramidal layer",0.745147,0.00558652,208456.0,1562.84,279752.0,5-HT5a
ILA2,747,"Infralimbic area, layer 2",1.22314,0.00653111,256631.0,1370.32,209814.0,5-HT5a
STR,477,Striatum,0.14902,0.0010532,13548800.0,95756.4,90919300.0,5-HT5a
MEAav,418,"Medial amygdalar nucleus, anteroventral part",0.11174,0.000868607,93778.4,728.984,839256.0,5-HT5a
PBm,890,"Parabrachial nucleus, medial division",0.0750534,0.000500437,49866.3,332.496,664411.0,5-HT5a
NTSge,674,"Nucleus of the solitary tract, gelatinous part",0.00821598,6.46457e-05,287.305,2.2606,34969.0,5-HT5a
VM,685,Ventral medial nucleus of the thalamus,0.0346408,0.000249609,49665.6,357.872,1433730.0,5-HT5a
PAA3,424,"Piriform-amygdalar area, polymorph layer",0.17423,0.00122557,115606.0,813.194,663523.0,5-HT5a
MBO,331,Mammillary body,0.0222748,0.000161778,57640.6,418.633,2587710.0,5-HT5a
BST,351,Bed nuclei of the stria terminalis,0.020843,0.000150779,64868.4,469.261,3112240.0,5-HT5a
SMT,366,Submedial nucleus of the thalamus,0.0310146,0.000231675,13014.6,97.2172,419628.0,5-HT5a
MOs6a,1021,"Secondary motor area, layer 6a",0.0284132,0.000200225,92403.1,651.155,3252120.0,5-HT5a
AMBd,939,"Nucleus ambiguus, dorsal division",0.00100027,8.00634e-06,104.936,0.839921,104907.0,5-HT5a
RSPd1,442,"Retrosplenial area, dorsal part, layer 1",0.11092,0.00078871,197817.0,1406.6,1783420.0,5-HT5a
PAR2,10694,"Parasubiculum, layer 2",0.0638312,0.000462675,84820.4,614.813,1328820.0,5-HT5a
KF,123,Koelliker-Fuse subnucleus,0.13205,0.000965727,55411.8,405.246,419628.0,5-HT5a
DP2/3,360,"Dorsal peduncular area, layer 2/3",0.260749,0.00142463,54708.7,298.908,209814.0,5-HT5a
PA,780,Posterior amygdalar nucleus,0.046257,0.000353582,25881.0,197.831,559504.0,5-HT5a
MEAad,411,"Medial amygdalar nucleus, anterodorsal part",0.0491447,0.000348977,85927.0,610.168,1748450.0,5-HT5a
SCig-b,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",0.0444818,0.000325018,119772.0,875.148,2692610.0,5-HT5a
ENTm4,712,"Entorhinal area, medial part, dorsal zone, layer 4",0.00405121,3.052e-05,566.667,4.26902,139876.0,5-HT5a
PHY,154,Perihypoglossal nuclei,0.0325811,0.000227788,43294.5,302.69,1328820.0,5-HT5a
SUMm,1118,"Supramammillary nucleus, medial part",0.00750433,5.93859e-05,1836.93,14.5367,244783.0,5-HT5a
VII,661,Facial motor nucleus,0.0466512,0.000347198,79935.2,594.911,1713460.0,5-HT5a
ORBm1,484,"Orbital area, medial part, layer 1",0.244883,0.00141137,325406.0,1875.45,1328820.0,5-HT5a
MEPO,452,Median preoptic nucleus,0.0493731,0.000404801,39710.2,325.576,804287.0,5-HT5a
AUDd,1011,Dorsal auditory area,0.00996452,6.84059e-05,8362.79,57.4101,839256.0,5-HT5a
AIv5,800,"Agranular insular area, ventral part, layer 5",1.24748,0.00915045,1134200.0,8319.54,909194.0,5-HT5a
PVHpm,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",0.0300019,0.000243893,2098.27,17.0574,69938.0,5-HT5a
PBme,899,"Parabrachial nucleus, medial division, external medial part",0.626863,0.00410903,43841.5,287.377,69938.0,5-HT5a
POR,122,"Superior olivary complex, periolivary region",0.01406,0.000114648,28024.8,228.52,1993230.0,5-HT5a
ANcr2mo,10680,"Crus 2, molecular layer",0.509229,0.00337568,2635050.0,17467.7,5174590.0,5-HT5a
CA,375,Ammon's horn,0.0399079,0.000284035,1205750.0,8581.62,30213200.0,5-HT5a
MDRNv,1107,"Medullary reticular nucleus, ventral part",0.0321441,0.000248609,78683.3,608.552,2447830.0,5-HT5a
ORBm6a,910,"Orbital area, medial part, layer 6a",0.0128924,8.79167e-05,2705.0,18.4461,209814.0,5-HT5a
SSp-bfd5,1070,"Primary somatosensory area, barrel field, layer 5",0.0918592,0.000467249,436862.0,2222.14,4755780.0,5-HT5a
IAM,1120,Interanteromedial nucleus of the thalamus,0.00218691,1.77369e-05,152.948,1.24048,69938.0,5-HT5a
ENTl2b,764,"Entorhinal area, lateral part, layer 2b",0.0397474,0.000293032,5559.71,40.9882,139876.0,5-HT5a
GU,1057,Gustatory areas,0.132383,0.000996622,504593.0,3798.74,3811620.0,5-HT5a
VISpm,533,posteromedial visual area,0.156988,0.00111053,532502.0,3766.9,3391990.0,5-HT5a
SCsg,842,"Superior colliculus, superficial gray layer",0.188416,0.00134955,632516.0,4530.47,3357020.0,5-HT5a
CA1sp,407,"Field CA1, pyramidal layer",0.0237585,0.000171651,54002.6,390.16,2272980.0,5-HT5a
islm,489,Major island of Calleja,0.00167388,1.22164e-05,175.602,1.28158,104907.0,5-HT5a
LD,155,Lateral dorsal nucleus of thalamus,0.0539314,0.000391616,107498.0,780.581,1993230.0,5-HT5a
TMd,1126,"Tuberomammillary nucleus, dorsal part",0.0108901,8.02282e-05,761.633,5.611,69938.0,5-HT5a
IO,83,Inferior olivary complex,0.0597845,0.000451138,139866.0,1055.43,2339500.0,5-HT5a
NTS,651,Nucleus of the solitary tract,0.0315091,0.000235756,47379.2,354.499,1503670.0,5-HT5a
CA2so,438,"Field CA2, stratum oriens",0.0754175,0.000505508,31647.3,212.125,419628.0,5-HT5a
ENTmv2,324,"Entorhinal area, medial part, ventral zone, layer 2",0.0753985,0.000566939,18456.3,138.777,244783.0,5-HT5a
SubG,321,Subgeniculate nucleus,0.0239624,0.00018021,837.941,6.30177,34969.0,5-HT5a
A13,796,Dopaminergic A13 group,0.0159802,0.000126308,1117.62,8.83373,69938.0,5-HT5a
ARH,223,Arcuate hypothalamic nucleus,0.012439,7.1372e-05,2129.58,12.219,171201.0,5-HT7
AIp2/3,163,"Agranular insular area, posterior part, layer 2/3",0.00498602,3.02474e-05,1044.73,6.33783,209533.0,5-HT7
PBle,875,"Parabrachial nucleus, lateral division, external lateral part",0.0099424,7.63451e-05,2086.06,16.0183,209814.0,5-HT7
RSPagl2/3,965,"Retrosplenial area, lateral agranular part, layer 2/3",0.0547671,0.000290538,14684.2,77.8992,268121.0,5-HT7
SO,390,Supraoptic nucleus,0.077091,0.000510695,8277.51,54.835,107373.0,5-HT7
PTLp2/3,241,"Posterior parietal association areas, layer 2/3",0.0195321,0.000127943,20404.5,133.658,1044670.0,5-HT7
RT,262,Reticular nucleus of the thalamus,0.019101,0.000132739,71106.3,494.139,3722640.0,5-HT7
VCO,101,Ventral cochlear nucleus,0.0223594,0.000159711,53254.9,380.393,2381770.0,5-HT7
MOBopl,244,"Main olfactory bulb, outer plexiform layer",0.153026,0.00101423,1208460.0,8009.42,7897060.0,5-HT7
VISal1,1074,"Anterolateral visual area, layer 1",0.00394125,2.59427e-05,811.062,5.3387,205788.0,5-HT7
ORBl2/3,412,"Orbital area, lateral part, layer 2/3",0.651721,0.00350568,1105450.0,5946.34,1696200.0,5-HT7
NLOT,619,Nucleus of the lateral olfactory tract,0.000836292,6.14194e-06,818.75,6.0131,979024.0,5-HT7
SSp-m2/3,657,"Primary somatosensory area, mouth, layer 2/3",0.00113925,6.8548e-06,1934.59,11.6403,1698120.0,5-HT7
SSs,378,Supplemental somatosensory area,0.00244051,1.5638e-05,7697.18,49.3212,3153930.0,5-HT7
VIS,669,Visual areas,0.0254171,0.000158572,640696.0,3997.16,25207300.0,5-HT7
ENTm6,743,"Entorhinal area, medial part, dorsal zone, layer 6",0.0134619,9.57904e-05,8441.32,60.0657,627054.0,5-HT7
MD,362,Mediodorsal nucleus of thalamus,0.00766141,6.47311e-05,12418.7,104.925,1620940.0,5-HT7
NTSm,691,"Nucleus of the solitary tract, medial part",0.0322217,0.000253518,11785.6,92.7289,365768.0,5-HT7
RSPv5,687,"Retrosplenial area, ventral part, layer 5",0.0222702,0.000161935,64149.2,466.453,2880490.0,5-HT7
SPFp,422,"Subparafascicular nucleus, parvicellular part",0.00495467,4.03755e-05,3598.36,29.3229,726256.0,5-HT7
MOBipl,228,"Main olfactory bulb, inner plexiform layer",0.0944473,0.000635157,102515.0,689.41,1085420.0,5-HT7
CA3so,486,"Field CA3, stratum oriens",0.0465102,0.000322269,189648.0,1314.07,4077550.0,5-HT7
CA3slu,479,"Field CA3, stratum lucidum",0.0378545,0.000262874,22017.7,152.898,581641.0,5-HT7
AV,255,Anteroventral nucleus of thalamus,0.0258781,0.000201772,15546.7,121.218,600766.0,5-HT7
SSp-m1,878,"Primary somatosensory area, mouth, layer 1",0.000268393,1.58986e-06,224.59,1.33038,836795.0,5-HT7
MOBmi,236,"Main olfactory bulb, mitral layer",0.106047,0.000750124,172711.0,1221.67,1628630.0,5-HT7
IGL,27,Intergeniculate leaflet of the lateral geniculate complex,0.0445464,0.000282364,9325.31,59.1098,209339.0,5-HT7
FRP,184,"Frontal pole, cerebral cortex",0.44091,0.00262535,557328.0,3318.54,1264040.0,5-HT7
LA,131,Lateral amygdalar nucleus,0.0061636,4.19836e-05,8109.78,55.2401,1315750.0,5-HT7
RSPd2/3,434,"Retrosplenial area, dorsal part, layer 2/3",0.0138244,9.67282e-05,15275.6,106.882,1104980.0,5-HT7
SSs4,1035,"Supplemental somatosensory area, layer 4",0.000383106,3.05536e-06,13.3968,0.106843,34969.0,5-HT7
SSp-bfd4,1047,"Primary somatosensory area, barrel field, layer 4",0.0123828,7.64136e-05,22905.1,141.347,1849760.0,5-HT7
MH,483,Medial habenula,0.00534481,3.88982e-05,2043.35,14.871,382305.0,5-HT7
SCiw,17,"Superior colliculus, motor related, intermediate white layer",0.00687068,4.28141e-05,7572.1,47.1849,1102090.0,5-HT7
OP,706,Olivary pretectal nucleus,0.000525489,3.72702e-06,50.1628,0.355779,95459.2,5-HT7
VISC,677,Visceral area,0.00253568,2.02094e-05,1676.6,13.3626,661206.0,5-HT7
ORB,714,Orbital area,0.422018,0.00229523,2820950.0,15342.3,6684440.0,5-HT7
VISp2/3,821,"Primary visual area, layer 2/3",0.0113978,7.37919e-05,43642.9,282.554,3829060.0,5-HT7
DMHp,676,"Dorsomedial nucleus of the hypothalamus, posterior part",0.0106393,6.95586e-05,2134.62,13.956,200636.0,5-HT7
MOp1,320,"Primary motor area, Layer 1",0.0392895,0.000233448,136623.0,811.779,3477350.0,5-HT7
PBlv,891,"Parabrachial nucleus, lateral division, ventral lateral part",0.0239623,0.000193924,4790.8,38.7712,199930.0,5-HT7
DMH,830,Dorsomedial nucleus of the hypothalamus,0.008745,5.58734e-05,7139.18,45.6135,816374.0,5-HT7
AT,231,Anterior tegmental nucleus,0.0,0.0,0.0,0.0,32740.4,5-HT7
VISp5,778,"Primary visual area, layer 5",0.0184746,0.00011166,64452.3,389.55,3488710.0,5-HT7
BSTov,554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",0.00125864,8.65377e-06,120.611,0.829259,95826.3,5-HT7
MDm,636,"Mediodorsal nucleus of the thalamus, medial part",0.00980854,8.39257e-05,8461.53,72.4001,862670.0,5-HT7
BSTv,529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",0.00624117,4.30174e-05,98.8502,0.681327,15838.4,5-HT7
DECmo,10725,"Declive (VI), molecular layer",0.0343025,0.000242859,59247.9,419.471,1727220.0,5-HT7
V,621,Motor nucleus of trigeminal,0.00539872,3.78025e-05,5457.93,38.2171,1010970.0,5-HT7
MOBgr,220,"Main olfactory bulb, granule layer",0.196471,0.00126946,1167510.0,7543.6,5942390.0,5-HT7
IC,4,Inferior colliculus,0.0216779,0.000145012,208637.0,1395.66,9624390.0,5-HT7
MBsen,339,"Midbrain, sensory related",0.0392404,0.000269738,544034.0,3739.68,13864100.0,5-HT7
FRP1,68,"Frontal pole, layer 1",0.465174,0.00275963,550444.0,3265.49,1183310.0,5-HT7
IB,1129,Interbrain,0.0218563,0.000147716,1289300.0,8713.74,58989600.0,5-HT7
SNc,374,"Substantia nigra, compact part",0.0187838,0.000119845,17463.1,111.418,929689.0,5-HT7
AVP,263,Anteroventral preoptic nucleus,0.00822254,6.56293e-05,921.455,7.35471,112065.0,5-HT7
AIp5,344,"Agranular insular area, posterior part, layer 5",0.000860043,5.32724e-06,235.705,1.45999,274062.0,5-HT7
PL5,363,"Prelimbic area, layer 5",0.00889641,5.65418e-05,5322.98,33.8306,598329.0,5-HT7
RSPagl,894,"Retrosplenial area, lateral agranular part",0.0200083,0.000112688,32295.7,181.892,1614120.0,5-HT7
